"Name,Checked Out By,Checked Out In,Revision,Modified,Doc ID"
"NORDSONEFD-7012435 RETAINER SYS O 6OZ CLBL 100 PSI7BAR,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HD - דלתון הרכבה חצי אוטומטית\J0 - מתקנים כלליים\07 - CSTD\28-silicon doseing devaice\silicon dispenser,,18/12/2022 13:43:06,"
"שרTRba77560,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\base for dpt glueing\PDF,,18/12/2022 11:14:04,"
"J0072877257.X_T,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HD - דלתון הרכבה חצי אוטומטית\J0 - מתקנים כלליים\07 - CSTD\28-silicon doseing devaice\xt,,31/01/2023 09:58:43,"
"J0072877256.X_T,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HD - דלתון הרכבה חצי אוטומטית\J0 - מתקנים כלליים\07 - CSTD\28-silicon doseing devaice\xt,,31/01/2023 09:58:43,"
"J0072877257.X_T,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HD - דלתון הרכבה חצי אוטומטית\J0 - מתקנים כלליים\07 - CSTD\28-silicon doseing devaice,,31/01/2023 09:50:34,"
"J0072877254.X_T,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HD - דלתון הרכבה חצי אוטומטית\J0 - מתקנים כלליים\07 - CSTD\28-silicon doseing devaice\xt,,31/01/2023 09:58:43,"
"J0072877193.X_T,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HD - דלתון הרכבה חצי אוטומטית\J0 - מתקנים כלליים\07 - CSTD\28-silicon doseing devaice\xt,,31/01/2023 09:58:43,"
"J0072877256.X_T,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HD - דלתון הרכבה חצי אוטומטית\J0 - מתקנים כלליים\07 - CSTD\28-silicon doseing devaice,,31/01/2023 09:50:15,"
"J0072877254.X_T,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HD - דלתון הרכבה חצי אוטומטית\J0 - מתקנים כלליים\07 - CSTD\28-silicon doseing devaice,,31/01/2023 09:49:50,"
"J0072877193.X_T,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HD - דלתון הרכבה חצי אוטומטית\J0 - מתקנים כלליים\07 - CSTD\28-silicon doseing devaice,,31/01/2023 09:49:27,"
"J0072877172.X_T,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HD - דלתון הרכבה חצי אוטומטית\J0 - מתקנים כלליים\07 - CSTD\28-silicon doseing devaice\xt,,31/01/2023 09:58:43,"
"destaco_608-M,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\sensor gluing\moving base\base gluing\clamp fo tranducer cap,-,13/02/2023 10:40:20,"
"שרTRDP77558,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\DPT Medline\PDF,,18/12/2022 09:51:35,"
"destaco_608-M.x_t,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\sensor gluing\moving base\base gluing\clamp fo tranducer cap,,13/02/2023 10:24:42,"
"שרTRDP72054-MASIMO,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\DPT Medline\DPT MASIMO,-,02/02/2023 11:13:00,"
"V230,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HD - דלתון הרכבה חצי אוטומטית\J0 - מתקנים כלליים\07 - CSTD\28-silicon doseing devaice\unitronic,,08/01/2023 09:09:28,"
"_MHS25 180 Track Rail_1,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HD - דלתון הרכבה חצי אוטומטית\J0 - מתקנים כלליים\07 - CSTD\28-silicon doseing devaice,-,22/12/2022 16:40:43,"
"19213_DSNU_20_125_P_A____0_,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HD - דלתון הרכבה חצי אוטומטית\J0 - מתקנים כלליים\07 - CSTD\28-silicon doseing devaice\festo,,07/12/2022 17:16:57,"
"V230,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HD - דלתון הרכבה חצי אוטומטית\J0 - מתקנים כלליים\07 - CSTD\28-silicon doseing devaice\unitronic,,08/01/2023 09:09:44,"
"V230,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HD - דלתון הרכבה חצי אוטומטית\J0 - מתקנים כלליים\07 - CSTD\28-silicon doseing devaice\unitronic,,08/01/2023 09:09:44,"
"TRputa73908,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\table for body closing,,21/11/2022 12:54:58,"
"J0072877172.X_T,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HD - דלתון הרכבה חצי אוטומטית\J0 - מתקנים כלליים\07 - CSTD\28-silicon doseing devaice,,31/01/2023 09:48:54,"
"עעעע,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\DPT Medline\DPT MASIMO,-,12/02/2023 10:23:22,"
"masimo,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\DPT Medline\DPT MASIMO,-,02/02/2023 12:58:41,"
"Assem2,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\DPT Medline\DPT MASIMO,-,02/02/2023 13:03:59,"
"22222,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\sensor gluing\moving base\base gluing\table for robot,-,08/01/2023 15:26:56,"
"J0072778521,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HD - דלתון הרכבה חצי אוטומטית\J0 - מתקנים כלליים\07 - CSTD\27-tables for assembly line,-,06/02/2023 21:13:36,"
"Part1,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\DPT Medline\DPT MASIMO,-,12/02/2023 10:18:15,"
"TRputa73910,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\table for body closing,,21/11/2022 15:11:26,"
"TRputa74352,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\table for body closing,,21/11/2022 15:12:58,"
"TRputa76861,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\table for body closing,,21/11/2022 15:13:24,"
"TRputa73907,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\table for body closing,,21/11/2022 15:19:13,"
"TRputa74022,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\table for final assembly,,21/11/2022 15:29:10,"
"TRputa74020,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\table for final assembly,,21/11/2022 15:29:57,"
"TRputa73875,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\table for soldering and voltage test,,21/11/2022 15:32:25,"
"TRputa73801,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\table for soldering and voltage test,,21/11/2022 15:39:20,"
"TRputa73891,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\table for soldering and voltage test,,21/11/2022 15:44:08,"
"K325_2_Default_A macchina_,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\layout,-,23/11/2022 08:37:36,"
"2000.001.006-2,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\layout,-,23/11/2022 08:37:36,"
"2000.325.003,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\layout,-,23/11/2022 08:37:36,"
"2000.001.001,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\layout,-,23/11/2022 08:37:36,"
"2000.325.001_Default_Lavorato_,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\layout,-,23/11/2022 08:37:36,"
"084.808.005-1,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\layout,-,23/11/2022 08:37:36,"
"2000.001.011,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\layout,-,23/11/2022 08:37:36,"
"2000.001.003-3,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\layout,-,23/11/2022 08:37:36,"
"2000.325.105-2,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\layout,-,23/11/2022 08:37:36,"
"SBPF205,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\layout,-,23/11/2022 08:37:36,"
"VITI TSEI UNI 5933 INOX_0410UNI5933A2,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\layout,-,23/11/2022 08:37:36,"
"GRANI A PUNTA CONICA UNI 5927_M8x16 UNI 5927,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\layout,-,23/11/2022 08:37:36,"
"VITI TCEI UNI 5931 INOX_M6x30 UNI 5931 INOX,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\layout,-,23/11/2022 08:37:36,"
"GRANI A PUNTA PIATTA UNI 5923_M8x20 UNI 5923,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\layout,-,23/11/2022 08:37:36,"
"VITI TE UNI 5739 INOX_M8x16 UNI 5739 INOX,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\layout,-,23/11/2022 08:37:36,"
"CHIAVETTE_A 8x7x50 UNI 6604-69,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\layout,-,23/11/2022 08:37:36,"
"DADI ESAGONALI AUTOBLOCCANTI UNI 7473 INOX_M6 UNI 7473 INOX,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\layout,-,23/11/2022 08:37:36,"
"PU008.012.025N,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\layout,-,23/11/2022 08:37:36,"
"VITI TE UNI 5739 INOX_M6x30 UNI 5739 INOX,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\layout,-,23/11/2022 08:37:36,"
"2000.325.439_2000.1200.490,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\layout,-,23/11/2022 08:37:36,"
"2000.001.402,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\layout,-,23/11/2022 08:37:36,"
"2000.325.441,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\layout,-,23/11/2022 08:37:36,"
"2000.325.455_Default_A macchina_,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\layout,-,23/11/2022 08:37:36,"
"VITI TSEI UNI 5933_M8x20 UNI 5933,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\layout,-,23/11/2022 08:37:36,"
"VITI TSEI UNI 5933_M6x20 UNI 5933,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\layout,-,23/11/2022 08:37:36,"
"084.302.000 DADI ALUSIC 13x13-1_084.302.008,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\layout,-,23/11/2022 08:37:36,"
"2000.001.201-3,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\layout,-,23/11/2022 08:37:36,"
"2000.001.202-3,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\layout,-,23/11/2022 08:37:36,"
"PROFILO POLIZENE_209_A macchina_,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\layout,-,23/11/2022 08:37:36,"
"2000.325.205-4,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\layout,-,23/11/2022 08:37:36,"
"2000.325.204-4,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\layout,-,23/11/2022 08:37:36,"
"2000.001.212,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\layout,-,23/11/2022 08:37:36,"
"GAMBE_KP325_Default_A macchina_,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\layout,-,23/11/2022 08:37:36,"
"2000.325.620,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\layout,-,23/11/2022 08:37:36,"
"084.302.016,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\layout,-,23/11/2022 08:37:36,"
"084.301.000 VITI ALUSIC_084.301.002,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\layout,-,23/11/2022 08:37:36,"
"RONDELLE UNI 6592_8.4x17 UNI 6592,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\layout,-,23/11/2022 08:37:36,"
"084.408.001,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\layout,-,23/11/2022 08:37:36,"
"084.711.002,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\layout,-,23/11/2022 08:37:36,"
"084.711.005,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\layout,-,23/11/2022 08:37:36,"
"VITI TE UNI 5739_M8x20 UNI 5739,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\layout,-,23/11/2022 08:37:36,"
"084.712.002,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\layout,-,23/11/2022 08:37:36,"
"CH06P_DX,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\layout,-,23/11/2022 08:37:36,"
"2000.879.325,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\layout,-,23/11/2022 08:37:36,"
"נספח 1 להוראה 2-12-14 - טופס 1.4 – טופס העברה מפיתוח לייצור סדיר- מסחרי,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\Validations\Val-1812-תחנת בדיקת סגירת גוף למוצרי טרנדיוסר במערך ייצור 612\Val-1812_IQ_תחנת בדיקת סגירת גוף למוצרי טרנדיוסר במערך ייצור 612,0,12/02/2023 08:39:36,Doc-275201"
"מע12תח76592,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\מערך ייצור כללי - 08\12 - תחנה מס' 12 בדיקה חשמלית\תחנת בדיקת מיקום וסגירת בסיס,1,30/01/2023 15:49:31,Doc-274156"
"מע12תח76604,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\מערך ייצור כללי - 08\12 - תחנה מס' 12 בדיקה חשמלית\תחנת בדיקת מיקום וסגירת בסיס,1,30/01/2023 15:48:44,Doc-274155"
"מע12תח78294,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\מערך ייצור כללי - 08\12 - תחנה מס' 12 בדיקה חשמלית\תחנת בדיקת מיקום וסגירת בסיס,1,30/01/2023 15:46:39,Doc-274154"
"mobata71557,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\sensor gluing\moving base\base gluing\table for robot,-,06/06/2022 07:31:36,"
"BA-IV-PRT-ASS,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\HD - דלתון הרכבה חצי אוטומטית\J0 - מתקנים כלליים\07 - CSTD\00 - Layout for CSTD Assembly\שלבי הרכבה,-,07/08/2022 11:39:04,"
"REP,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\conveyor for uv oven,-,24/11/2022 13:24:44,"
"K325_2_Default_A macchina_,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\conveyor for uv oven,-,24/11/2022 13:25:02,"
"2000.325.003,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\conveyor for uv oven,-,24/11/2022 13:25:02,"
"2000.001.001,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\conveyor for uv oven,-,24/11/2022 13:25:02,"
"2000.325.104-2,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\conveyor for uv oven,-,24/11/2022 13:25:02,"
"2000.001.004-3,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\conveyor for uv oven,-,24/11/2022 13:25:02,"
"084.808.005-1,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\conveyor for uv oven,-,24/11/2022 13:25:02,"
"2000.001.003-3,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\conveyor for uv oven,-,24/11/2022 13:25:02,"
"CHIAVETTE_A 8x7x50 UNI 6604-69,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\conveyor for uv oven,-,24/11/2022 13:25:02,"
"663151_NS880T12R25,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\conveyor for uv oven,-,24/11/2022 13:25:02,"
"VITI TSEI UNI 5933 INOX_0410UNI5933A2,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\conveyor for uv oven,-,24/11/2022 13:25:02,"
"VITI TCEI UNI 5931 INOX_M6x30 UNI 5931 INOX,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\conveyor for uv oven,-,24/11/2022 13:25:02,"
"VITI TE UNI 5739 INOX_M8x20 UNI 5739 INOX,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\conveyor for uv oven,-,24/11/2022 13:25:02,"
"RONDELLE FASCIA LARGA UNI 6593 INOX_8.4x32 UNI 6593 INOX,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\conveyor for uv oven,-,24/11/2022 13:25:02,"
"GRANI A PUNTA PIATTA UNI 5923_M8x20 UNI 5923,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\conveyor for uv oven,-,24/11/2022 13:25:02,"
"RONDELLE FASCIA LARGA UNI 6593 INOX_8.4x24 UNI 6593 INOX,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\conveyor for uv oven,-,24/11/2022 13:25:02,"
"VITI TE UNI 5739 INOX_M8x16 UNI 5739 INOX,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\conveyor for uv oven,-,24/11/2022 13:25:02,"
"PU008.012.025N,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\conveyor for uv oven,-,24/11/2022 13:25:02,"
"VITI TE UNI 5739 INOX_M6x30 UNI 5739 INOX,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\conveyor for uv oven,-,24/11/2022 13:25:02,"
"VITI TE UNI 5739 INOX_M6x20 UNI 5739 INOX,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\conveyor for uv oven,-,24/11/2022 13:25:02,"
"K325_R_P_1,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\conveyor for uv oven,,24/11/2022 13:25:02,"
"2000.001.202-3,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\conveyor for uv oven,-,24/11/2022 13:25:02,"
"2000.325.201-1S,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\conveyor for uv oven,-,24/11/2022 13:25:02,"
"2000.325.205-4,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\conveyor for uv oven,-,24/11/2022 13:25:02,"
"2000.325.204-4,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\conveyor for uv oven,-,24/11/2022 13:25:02,"
"2000.001.002,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\conveyor for uv oven,-,24/11/2022 13:25:02,"
"GAMBE_KP325_Default_A macchina_,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\conveyor for uv oven,-,24/11/2022 13:25:02,"
"TRIPIEDE_GAMBE_KP325,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\conveyor for uv oven,,24/11/2022 13:25:02,"
"SPONDA_L_SX_Default_A macchina__1,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\conveyor for uv oven,-,24/11/2022 13:25:02,"
"SUPPORTO_SPONDA,hen.b,MNENG-HENB-HP   C:\ePDM_Elcam\ManEng\שרטוטי מתקנים\TR - מחלקת טרנסדיוסר\pulsion assembling line\conveyor for uv oven,,24/11/2022 13:25:02,"
